Araç,Sayfa,Başlık,Entry No,Entry Metni,tokens
fiat egea,93,fiat egea,10,"milletin binmekten koltuğunu aşındırdığı, 5 parça boyalı 8 değişenli ford ve toyota arabalarına 100 bin verecek avellerin beğenmediği arabadır.herkesin tuttuğunu düdüklediği ikinci el piyasasında güvenilir satıcı bulmak dertken, al satçı laleler kafalarına göre fiyatları yükseltirken bu çukura girmek istemeyenlerin tercih ettiği araç olmaya devam edecektir.ayrıca boş paket kiralıklara binip arabayı boklayanlara hiç aldanmayın.orta ve üst paketi gayet iyidir ve keyif verir.","['milletin', 'binmekten', 'koltuğunu', 'aşındırdığı', '5', 'parça', 'boyalı', '8', 'değişenli', 'ford', 'toyota', 'arabalarına', '100', 'bin', 'verecek', 'avellerin', 'beğenmediği', 'arabadır.herkesin', 'tuttuğunu', 'düdüklediği', 'ikinci', 'el', 'piyasasında', 'güvenilir', 'satıcı', 'bulmak', 'dertken', 'al', 'satçı', 'laleler', 'kafalarına', 'göre', 'fiyatları', 'yükseltirken', 'çukura', 'girmek', 'istemeyenlerin', 'tercih', 'ettiği', 'araç', 'olmaya', 'devam', 'edecektir.ayrıca', 'boş', 'paket', 'kiralıklara', 'binip', 'arabayı', 'boklayanlara', 'aldanmayın.orta', 'üst', 'paketi', 'gayet', 'iyidir', 'keyif', 'verir']"
fiat egea,94,fiat egea,1,"onu bunu biilmem ama traifkte ne zaman en sağ şeritte bile selektör yapan, saçma manevralar yapan birilerini görsem ya bu aracı ya symbol kullanıyorlar.otomotiv sektöründe 20 yıldır üst düzey yöetici olan kuzenime hurda teşvik zamanı alsam mı diye sorduğumda cevabı""2020 nin şahini bu saçmalama"" diye cevap vermiştir","['onu', 'bunu', 'biilmem', 'traifkte', 'zaman', 'sağ', 'şeritte', 'bile', 'selektör', 'yapan', 'saçma', 'manevralar', 'yapan', 'birilerini', 'görsem', 'aracı', 'symbol', 'kullanıyorlar.otomotiv', 'sektöründe', '20', 'yıldır', 'üst', 'düzey', 'yöetici', 'olan', 'kuzenime', 'hurda', 'teşvik', 'zamanı', 'alsam', 'sorduğumda', 'cevabı', ""''"", '2020', 'nin', 'şahini', 'saçmalama', ""''"", 'cevap', 'vermiştir']"
fiat egea,94,fiat egea,2,bir aracın modelini kendi sınıfında olmayan diğer model araçlar ile kıyaslamak mallık onu bilelim önce. sonrasında aynı sınıf olsa dahi sıfır araç ile ikinci el aracı kıyaslamak başka tür mallık(kıyaslama olmadan tercihini istediği yönde kullanana saygı duymak gerekir). ama en büyük aptallık marka algısı en kötü ve sınıfında en ucuz olan arabayı ( başlıktaki araç olur kendisi) yere göğe sıydıramayanlar. bir şeyi de abartmayalım be kardeşim. oh siktim formatı rahatladım.,"['bir', 'aracın', 'modelini', 'kendi', 'sınıfında', 'olmayan', 'diğer', 'model', 'araçlar', 'kıyaslamak', 'mallık', 'onu', 'bilelim', 'önce', 'sonrasında', 'aynı', 'sınıf', 'olsa', 'dahi', 'sıfır', 'araç', 'ikinci', 'el', 'aracı', 'kıyaslamak', 'başka', 'tür', 'mallık', 'kıyaslama', 'olmadan', 'tercihini', 'istediği', 'yönde', 'kullanana', 'saygı', 'duymak', 'gerekir', 'büyük', 'aptallık', 'marka', 'algısı', 'kötü', 'sınıfında', 'ucuz', 'olan', 'arabayı', 'başlıktaki', 'araç', 'olur', 'kendisi', 'yere', 'göğe', 'sıydıramayanlar', 'bir', 'şeyi', 'abartmayalım', 'be', 'kardeşim', 'oh', 'siktim', 'formatı', 'rahatladım']"
fiat egea,94,fiat egea,3,"yeni çıktığında diyarbakır-adana arası bir yolculuk için kiralamıştım ben bunu, 2016 ramazan bayramı günleri olabilir. yeni diyorum ama arabanın çizilmedik, çentik olmadık yeri yoktu, koskoca havalanında kiralamacılar, ""valla abi son arabadır"" deyince mecburen tuttum.yolda sıkıntı olmadı, bildiğin standard, ucuz, az güven veren, az yakan halk arabası. tam adana havalimanına girerken önden bir sürtünme sesi duydum. girişteki polisler de gülümsüyor. bi baktım ön tamponun bir yanı yere düşmüş. sol tarafı vida ile tutturulmuştu zaten, yolda gevşemiş. allahtan otobanda düşmedi. geri tutturdum ama 50m ilerdeki teslim yerine girede dek kasisten geçince gene düştü.teslim alan görevli ""abi nereye vurdun?"" dedi. hiç bir yere dedim, inanmış gibi durmadı. dedim bak aha vidası burda, arabanın her yeri dökülüyor zaten. iyice fotoğraflayıp ""ben bi şey diyemem abi sana ofisten geri dönerler"" dedi. başımıza iş aldık dedim ama kimse dönmedi, ilave para kesilmedi. bu da böyle bir anımdır.","['yeni', 'çıktığında', 'diyarbakır-adana', 'arası', 'bir', 'yolculuk', 'kiralamıştım', 'ben', 'bunu', '2016', 'ramazan', 'bayramı', 'günleri', 'olabilir', 'yeni', 'diyorum', 'arabanın', 'çizilmedik', 'çentik', 'olmadık', 'yeri', 'yoktu', 'koskoca', 'havalanında', 'kiralamacılar', '``', 'valla', 'abi', 'son', 'arabadır', ""''"", 'deyince', 'mecburen', 'tuttum.yolda', 'sıkıntı', 'olmadı', 'bildiğin', 'standard', 'ucuz', 'güven', 'veren', 'yakan', 'halk', 'arabası', 'tam', 'adana', 'havalimanına', 'girerken', 'önden', 'bir', 'sürtünme', 'sesi', 'duydum', 'girişteki', 'polisler', 'gülümsüyor', 'bi', 'baktım', 'ön', 'tamponun', 'bir', 'yanı', 'yere', 'düşmüş', 'sol', 'tarafı', 'vida', 'tutturulmuştu', 'zaten', 'yolda', 'gevşemiş', 'allahtan', 'otobanda', 'düşmedi', 'geri', 'tutturdum', '50m', 'ilerdeki', 'teslim', 'yerine', 'girede', 'dek', 'kasisten', 'geçince', 'gene', 'düştü.teslim', 'alan', 'görevli', '``', 'abi', 'vurdun', ""''"", 'dedi', 'bir', 'yere', 'dedim', 'inanmış', 'durmadı', 'dedim', 'bak', 'aha', 'vidası', 'burda', 'arabanın', 'yeri', 'dökülüyor', 'zaten', 'iyice', 'fotoğraflayıp', '``', 'ben', 'bi', 'diyemem', 'abi', 'sana', 'ofisten', 'geri', 'dönerler', ""''"", 'dedi', 'başımıza', 'iş', 'aldık', 'dedim', 'kimse', 'dönmedi', 'ilave', 'para', 'kesilmedi', 'böyle', 'bir', 'anımdır']"
fiat egea,94,fiat egea,4,dünyanın en iyi sedan arabasıdır. passat bunun bir tık altıdır.,"['dünyanın', 'iyi', 'sedan', 'arabasıdır', 'passat', 'bunun', 'bir', 'tık', 'altıdır']"
fiat egea,94,fiat egea,5,"tofaşın ilerileştirilmiş, geliştirilmiş(!) hali","['tofaşın', 'ilerileştirilmiş', 'geliştirilmiş', 'hali']"
fiat egea,94,fiat egea,6,"eski şirketimin altımdan golf’u alıp yerine verdiği arabamsı. otomatik vites olanda 2. vitesten 3’e geçsin diye dua edersin sonra dualarının kabul olmadığını anlayınca sen manuel geçersin2. önceki işimde ki fluence’den iyiydi ama multijet hayvan gibi yakıyor aga. fluence 1,5 dizel de full depo 900 km ye yakın giderken bunda 600 km büyük başarı oluyordu golf te ise ortalama 750-800’u görüyordum","['eski', 'şirketimin', 'altımdan', 'golf', '’', 'u', 'alıp', 'yerine', 'verdiği', 'arabamsı', 'otomatik', 'vites', 'olanda', '2.', 'vitesten', '3', '’', 'e', 'geçsin', 'dua', 'edersin', 'sonra', 'dualarının', 'kabul', 'olmadığını', 'anlayınca', 'sen', 'manuel', 'geçersin2', 'önceki', 'işimde', 'fluence', '’', 'den', 'iyiydi', 'multijet', 'hayvan', 'yakıyor', 'aga', 'fluence', '1,5', 'dizel', 'full', 'depo', '900', 'km', 'ye', 'yakın', 'giderken', 'bunda', '600', 'km', 'büyük', 'başarı', 'oluyordu', 'golf', 'te', 'ortalama', '750-800', '’', 'u', 'görüyordum']"
fiat egea,94,fiat egea,7,(#104677373) fluenceın deposu 60 litre golfun deposu 55 litre egeanın deposu 45 litre. bu bilgiler ışığında menzil değerlerinin farklı olması ilginç olmasa gerek,"['104677373', 'fluenceın', 'deposu', '60', 'litre', 'golfun', 'deposu', '55', 'litre', 'egeanın', 'deposu', '45', 'litre', 'bilgiler', 'ışığında', 'menzil', 'değerlerinin', 'farklı', 'olması', 'ilginç', 'olmasa', 'gerek']"
fiat egea,94,fiat egea,8,güzel araç fiyat performans aracıdır.içimizde illaki cla yada 520 daha güzel diyen dallama çıkacaktır.teneke felandir ama sağlamdır.alman döküntüsü konfor diye satılan tok kapı sesli bozuk şanzımanlı araçlardan iyidir.,"['güzel', 'araç', 'fiyat', 'performans', 'aracıdır.içimizde', 'illaki', 'cla', 'yada', '520', 'güzel', 'diyen', 'dallama', 'çıkacaktır.teneke', 'felandir', 'sağlamdır.alman', 'döküntüsü', 'konfor', 'satılan', 'tok', 'kapı', 'sesli', 'bozuk', 'şanzımanlı', 'araçlardan', 'iyidir']"
fiat egea,94,fiat egea,9,"trafikte terör estiren renault symbol, renault fluence, citroen c elysee, peugeot 301 beyaz renkli filo kardeşliğinin en genç üyesidir. çok az bir kısmının sürücüsü düzgün olsa da çoğunluğu tali yol kesişimlerinde yavaşladığınızda, hız sınırında gittiğinizde ve yayalara yol verdiğinizde sizi selektör ve korna yağmuruna tutar.bu tip araçlar istinasız dizel motorlu ve güvenlik - konfor - yalıtımları düşük olduğu için hafif araçlardır. 900 kiloluk arabayla 1.6 dizel motoru bir arada gören yurdum kekoları altlarında ferrari var sandıkları için 60 la gidenlere tehamül edemezler.","['trafikte', 'terör', 'estiren', 'renault', 'symbol', 'renault', 'fluence', 'citroen', 'c', 'elysee', 'peugeot', '301', 'beyaz', 'renkli', 'filo', 'kardeşliğinin', 'genç', 'üyesidir', 'bir', 'kısmının', 'sürücüsü', 'düzgün', 'olsa', 'çoğunluğu', 'tali', 'yol', 'kesişimlerinde', 'yavaşladığınızda', 'hız', 'sınırında', 'gittiğinizde', 'yayalara', 'yol', 'verdiğinizde', 'sizi', 'selektör', 'korna', 'yağmuruna', 'tutar.bu', 'tip', 'araçlar', 'istinasız', 'dizel', 'motorlu', 'güvenlik', 'konfor', 'yalıtımları', 'düşük', 'olduğu', 'hafif', 'araçlardır', '900', 'kiloluk', 'arabayla', '1.6', 'dizel', 'motoru', 'bir', 'arada', 'gören', 'yurdum', 'kekoları', 'altlarında', 'ferrari', 'var', 'sandıkları', '60', 'la', 'gidenlere', 'tehamül', 'edemezler']"
fiat egea,94,fiat egea,10,"bursa'da yer alan tofaş fabrikasında fiat linea nın devamı olarak üretilen ve 40 civarında ülkeye ihraç edilen, avrupa pazarında fiat tipo adıyla satılan, 5 farklı motor ve 4 farklı şanzıman seçeneği ile satışa sunulan italyan araba markası.","[""bursa'da"", 'yer', 'alan', 'tofaş', 'fabrikasında', 'fiat', 'linea', 'nın', 'devamı', 'olarak', 'üretilen', '40', 'civarında', 'ülkeye', 'ihraç', 'edilen', 'avrupa', 'pazarında', 'fiat', 'tipo', 'adıyla', 'satılan', '5', 'farklı', 'motor', '4', 'farklı', 'şanzıman', 'seçeneği', 'satışa', 'sunulan', 'italyan', 'araba', 'markası']"
fiat egea,95,fiat egea,1,ikinci el temizini aramakta oldugum arac,"['ikinci', 'el', 'temizini', 'aramakta', 'oldugum', 'arac']"
fiat egea,95,fiat egea,2,nisan 2020 itibariyle bomboş 4 tekerlek 1 kaporta 1 motor olan versiyonunun 97900 tl olan araba. varın siz düşünün,"['nisan', '2020', 'itibariyle', 'bomboş', '4', 'tekerlek', '1', 'kaporta', '1', 'motor', 'olan', 'versiyonunun', '97900', 'tl', 'olan', 'araba', 'varın', 'düşünün']"
fiat egea,95,fiat egea,3,"sedan versiyonu için konuşacak olursak; ""fiat linea isimli arabamsıdan daha kötü bir araç nasıl yapılabilir?"" sorusuna fiat tarafından verilmiş tokat gibi cevaptır.","['sedan', 'versiyonu', 'konuşacak', 'olursak', '``', 'fiat', 'linea', 'isimli', 'arabamsıdan', 'kötü', 'bir', 'araç', 'yapılabilir', ""''"", 'sorusuna', 'fiat', 'tarafından', 'verilmiş', 'tokat', 'cevaptır']"
fiat egea,95,fiat egea,4,"10 yıl boyunca ford fiesta kullandım. artık araba beni kurtarın diye ağlıyordu. her ayın bir kaç gününü sanayide geçiriyordum.. aracımı sattım ve tabi üzerine bir miktar para koyup yeni araç almak için malum sitede fink attım. elimde o dönem 55000 tl para vardı. 2008-2011 model arası, 150000 km olmuş araçlara elimdeki parayı istiyorlardı.bir arkadaşımın tavsiyesi üzerine fiat egea marka araca bakmaya karar verdim. 53000 liraya 2017 model 21000 km fiat egea easy sedan arabayı aldım geçtim. yaklaşık 2,5 yıldır biniyorum. gayette memnunum. yakıt gayet iyi, sorunsuz, 1.3 olduğu için vergisi az, bakımları ucuz.o sebeple orta direk için alınabilecek güzel aile aracı.ha kalite olarak çok mu iyi, değil ama 2008 model 10 yaşında 150000 km araç bineceğime 1 yaşında hiç bir sorun çıkarmayan bir araç sahibi oldum.param olsa bmw binerdim o ayrı.","['10', 'yıl', 'boyunca', 'ford', 'fiesta', 'kullandım', 'artık', 'araba', 'beni', 'kurtarın', 'ağlıyordu', 'ayın', 'bir', 'kaç', 'gününü', 'sanayide', 'geçiriyordum', '..', 'aracımı', 'sattım', 'tabi', 'üzerine', 'bir', 'miktar', 'para', 'koyup', 'yeni', 'araç', 'almak', 'malum', 'sitede', 'fink', 'attım', 'elimde', 'dönem', '55000', 'tl', 'para', 'vardı', '2008-2011', 'model', 'arası', '150000', 'km', 'olmuş', 'araçlara', 'elimdeki', 'parayı', 'istiyorlardı.bir', 'arkadaşımın', 'tavsiyesi', 'üzerine', 'fiat', 'egea', 'marka', 'araca', 'bakmaya', 'karar', 'verdim', '53000', 'liraya', '2017', 'model', '21000', 'km', 'fiat', 'egea', 'easy', 'sedan', 'arabayı', 'aldım', 'geçtim', 'yaklaşık', '2,5', 'yıldır', 'biniyorum', 'gayette', 'memnunum', 'yakıt', 'gayet', 'iyi', 'sorunsuz', '1.3', 'olduğu', 'vergisi', 'bakımları', 'ucuz.o', 'sebeple', 'orta', 'direk', 'alınabilecek', 'güzel', 'aile', 'aracı.ha', 'kalite', 'olarak', 'iyi', 'değil', '2008', 'model', '10', 'yaşında', '150000', 'km', 'araç', 'bineceğime', '1', 'yaşında', 'bir', 'sorun', 'çıkarmayan', 'bir', 'araç', 'sahibi', 'oldum.param', 'olsa', 'bmw', 'binerdim', 'ayrı']"
fiat egea,95,fiat egea,5,alin alin yerli araba iyidir. tofas kar edecek ki biz de seneye temettu alalim.,"['alin', 'alin', 'yerli', 'araba', 'iyidir', 'tofas', 'kar', 'edecek', 'seneye', 'temettu', 'alalim']"
fiat egea,95,fiat egea,6,"bok gibidir afedersin. o tavan yüksekliği yok mu, adamı boğuyor. içinde 1 saat kaldım bir daha da binmeye niyetim yok.","['bok', 'gibidir', 'afedersin', 'tavan', 'yüksekliği', 'yok', 'adamı', 'boğuyor', 'içinde', '1', 'saat', 'kaldım', 'bir', 'binmeye', 'niyetim', 'yok']"
fiat egea,95,fiat egea,7,iç hacmiyle ilgili olumsuz eleştiri yapan yazarın üstü açık bir araba ile kıyas yaptığını düşünüyorum. sezarın hakkı sezara.,"['iç', 'hacmiyle', 'ilgili', 'olumsuz', 'eleştiri', 'yapan', 'yazarın', 'üstü', 'açık', 'bir', 'araba', 'kıyas', 'yaptığını', 'düşünüyorum', 'sezarın', 'hakkı', 'sezara']"
fiat egea,95,fiat egea,8,"karantina başladığından beri, organize olarak kötüleyenlerin ortadan kaybolduğu araç.noldu lan şekil çocuklar? şirketler aldımı altınızdan egeaları?","['karantina', 'başladığından', 'beri', 'organize', 'olarak', 'kötüleyenlerin', 'ortadan', 'kaybolduğu', 'araç.noldu', 'lan', 'şekil', 'çocuklar', 'şirketler', 'aldımı', 'altınızdan', 'egeaları']"
fiat egea,95,fiat egea,9,begendigim bir arac. ama easy paketine 85 bin vermek de zor geliyo.,"['begendigim', 'bir', 'arac', 'easy', 'paketine', '85', 'bin', 'vermek', 'zor', 'geliyo']"
fiat egea,95,fiat egea,10,b segmenti bir araçtır.,"['b', 'segmenti', 'bir', 'araçtır']"
fiat egea,96,fiat egea,1,"(bkz: ikinci el otomobil piyasası) el yaktığından ötürü, fiyat performans açısından bütçemizin yettiği sedan egea 1.4 fire urban plus 2020 modelini nisan ayında teslim aldım. 103.000 tl ödedim. araç şu an 1300 km'de olup bu süre zarfındaki deneyimlerimi aktarıyorum : artıları - geniş bagaj, geniş iç hacim. ( araba çok rahat arkadaşlar, ferah ) - yakıt konusunda fena değil karma tüketim yol bilgisayarına göre 100 km'de 6 lt ortalama hız 80 olarak hesap edilmiştir. - multimedya ekranı ve ses sistemi yeterli. - dijital klima, çelik jant, yazlık ve kışlık paspas, continental lastikler, kol dayama, 6 airbag, park sensörü, hız sabitleyici, çakmaklık, aux ve usb girişi, yumuşak torpido, elektrikli camlar ( 4 cam ), led far, elektrikli direksiyon.- araç yüksek olduğu için yolda taş kasis vs fazla hissettirmiyor. - yalıtım çok iyi, yol ve motor sesini içeri almıyor ( benzinli model için konuşuyorum )- yokuş kalkış desteği - ikinci eli hızlıeksileri - yüksek hızlarda güven vermiyor, rodaj dönemi olduğu için zaten motor henüz açılmadı ama 130 dan sonrası tahtalı köy ve araç 110 dan sonra benzini içiyor.- (bkz: sıfır araç kokusu) leş gibi kokuyor plastik.- bazı yerleri sert plastik olduğu için sevimsiz.- yolcu emniyet kemeri ötmüyor.- 6 vites olması benim için eksi vites aralıkları dar, 1. vites sadece kalkış için var. 3 ve 4. vitesler yok gibi - yağmur ve far sensörü yok.- 150 tl'lik geri görüş kamerasını dolu modele koymamak saçma ve yok. - virajlarda pek güven vermiyor gerçi araç yüksek ama gene de eksi. - navigasyon yok. multimedya sistemi güzel ama insan o ekrana bir navigasyon koyar be. - mtv yi bayi ödemiyor bize kitliyor. ve bence mtv si yüksek, yerli üretim araçlara teşvik olmalı. araç 103 bin tl eder mi ? kesinlikle eder. 2005 model çöp arabalara 60 bin tl değer biçilen ülkemizde en uygun fiyat performans aracıdır. beklenti a noktasından b noktasına ortalama 90 - 100 km hızla gitmekse egea iyidir. sakin kullanım gerektiren bir araç. parçası ucuz. ikinci eli var. görünümü şık. 1.4 motor biraz yetersiz gibi geliyor insana yokuş çıkarken bayılma olabilir ama yılda kaç kere dağa bayıra çıkıyoruz ki ? ben şimdilik memnunum. muhtemelen 5 sene kullanacağım. olağandışı bir sıkıntı olursa editlerim. soruları olan yeşillendirebilir.","['bkz', 'ikinci', 'el', 'otomobil', 'piyasası', 'el', 'yaktığından', 'ötürü', 'fiyat', 'performans', 'açısından', 'bütçemizin', 'yettiği', 'sedan', 'egea', '1.4', 'fire', 'urban', 'plus', '2020', 'modelini', 'nisan', 'ayında', 'teslim', 'aldım', '103.000', 'tl', 'ödedim', 'araç', 'an', '1300', ""km'de"", 'olup', 'süre', 'zarfındaki', 'deneyimlerimi', 'aktarıyorum', 'artıları', 'geniş', 'bagaj', 'geniş', 'iç', 'hacim', 'araba', 'rahat', 'arkadaşlar', 'ferah', 'yakıt', 'konusunda', 'fena', 'değil', 'karma', 'tüketim', 'yol', 'bilgisayarına', 'göre', '100', ""km'de"", '6', 'lt', 'ortalama', 'hız', '80', 'olarak', 'hesap', 'edilmiştir', 'multimedya', 'ekranı', 'ses', 'sistemi', 'yeterli', 'dijital', 'klima', 'çelik', 'jant', 'yazlık', 'kışlık', 'paspas', 'continental', 'lastikler', 'kol', 'dayama', '6', 'airbag', 'park', 'sensörü', 'hız', 'sabitleyici', 'çakmaklık', 'aux', 'usb', 'girişi', 'yumuşak', 'torpido', 'elektrikli', 'camlar', '4', 'cam', 'led', 'far', 'elektrikli', 'direksiyon.-', 'araç', 'yüksek', 'olduğu', 'yolda', 'taş', 'kasis', 'vs', 'fazla', 'hissettirmiyor', 'yalıtım', 'iyi', 'yol', 'motor', 'sesini', 'içeri', 'almıyor', 'benzinli', 'model', 'konuşuyorum', 'yokuş', 'kalkış', 'desteği', 'ikinci', 'eli', 'hızlıeksileri', 'yüksek', 'hızlarda', 'güven', 'vermiyor', 'rodaj', 'dönemi', 'olduğu', 'zaten', 'motor', 'henüz', 'açılmadı', '130', 'dan', 'sonrası', 'tahtalı', 'köy', 'araç', '110', 'dan', 'sonra', 'benzini', 'içiyor.-', 'bkz', 'sıfır', 'araç', 'kokusu', 'leş', 'kokuyor', 'plastik.-', 'yerleri', 'sert', 'plastik', 'olduğu', 'sevimsiz.-', 'yolcu', 'emniyet', 'kemeri', 'ötmüyor.-', '6', 'vites', 'olması', 'benim', 'eksi', 'vites', 'aralıkları', 'dar', '1.', 'vites', 'sadece', 'kalkış', 'var', '3', '4.', 'vitesler', 'yok', 'yağmur', 'far', 'sensörü', 'yok.-', '150', ""tl'lik"", 'geri', 'görüş', 'kamerasını', 'dolu', 'modele', 'koymamak', 'saçma', 'yok', 'virajlarda', 'pek', 'güven', 'vermiyor', 'gerçi', 'araç', 'yüksek', 'gene', 'eksi', 'navigasyon', 'yok', 'multimedya', 'sistemi', 'güzel', 'insan', 'ekrana', 'bir', 'navigasyon', 'koyar', 'be', 'mtv', 'yi', 'bayi', 'ödemiyor', 'bize', 'kitliyor', 'bence', 'mtv', 'si', 'yüksek', 'yerli', 'üretim', 'araçlara', 'teşvik', 'olmalı', 'araç', '103', 'bin', 'tl', 'eder', 'mi', 'kesinlikle', 'eder', '2005', 'model', 'çöp', 'arabalara', '60', 'bin', 'tl', 'değer', 'biçilen', 'ülkemizde', 'uygun', 'fiyat', 'performans', 'aracıdır', 'beklenti', 'a', 'noktasından', 'b', 'noktasına', 'ortalama', '90', '100', 'km', 'hızla', 'gitmekse', 'egea', 'iyidir', 'sakin', 'kullanım', 'gerektiren', 'bir', 'araç', 'parçası', 'ucuz', 'ikinci', 'eli', 'var', 'görünümü', 'şık', '1.4', 'motor', 'biraz', 'yetersiz', 'geliyor', 'insana', 'yokuş', 'çıkarken', 'bayılma', 'olabilir', 'yılda', 'kaç', 'kere', 'dağa', 'bayıra', 'çıkıyoruz', 'ben', 'şimdilik', 'memnunum', 'muhtemelen', '5', 'sene', 'kullanacağım', 'olağandışı', 'bir', 'sıkıntı', 'olursa', 'editlerim', 'soruları', 'olan', 'yeşillendirebilir']"
fiat egea,96,fiat egea,2,"0 km 1.4 urban plus almıştık, şuan 3600 kmde. iyi ki almışım dediğim arabadır. sessiz, geniş ve ideal. o fiyata 10 yaşında golf almak isteyen tabi alabilir herkesin tercihine karışmam. sanayi ile kanka olmak istemiyorum 5 sene kafam rahat.","['0', 'km', '1.4', 'urban', 'plus', 'almıştık', 'şuan', '3600', 'kmde', 'iyi', 'almışım', 'dediğim', 'arabadır', 'sessiz', 'geniş', 'ideal', 'fiyata', '10', 'yaşında', 'golf', 'almak', 'isteyen', 'tabi', 'alabilir', 'herkesin', 'tercihine', 'karışmam', 'sanayi', 'kanka', 'olmak', 'istemiyorum', '5', 'sene', 'kafam', 'rahat']"
fiat egea,96,fiat egea,3,sene sonu makyaj gorecek olandir,"['sene', 'sonu', 'makyaj', 'gorecek', 'olandir']"
fiat egea,96,fiat egea,4,git el arabasına bin daha güvenli,"['git', 'el', 'arabasına', 'bin', 'güvenli']"
fiat egea,96,fiat egea,5,egea symbol 301 mümessil arabasıdır. bireysel kullanımda tercih etmeyi mantıklı bulmuyorum.,"['egea', 'symbol', '301', 'mümessil', 'arabasıdır', 'bireysel', 'kullanımda', 'tercih', 'etmeyi', 'mantıklı', 'bulmuyorum']"
fiat egea,96,fiat egea,6,lineanin bir tık üstü filo arabası.,"['lineanin', 'bir', 'tık', 'üstü', 'filo', 'arabası']"
fiat egea,96,fiat egea,7,"2019 eylül ayında sıfı kilometre 1.4 easy benzinli modelini aldığım araç. eksisi artısı çok, önceki entrylerde bol bol yazılmış. memur olduğumuz için bunu alabildik, kendisinden genel olarak gayet memnunum. ancak benim sıkıntım yakıt tüketiminde. araç 5.000 kilometreyi geçti fakat yakıt tüketimi halen şehir içi 10 litre, şehir dışı 7 litre civarı. bunun üstüne çıktım ama altına düşüremedim. varsa bi çaresini bilen yeşillendirsin","['2019', 'eylül', 'ayında', 'sıfı', 'kilometre', '1.4', 'easy', 'benzinli', 'modelini', 'aldığım', 'araç', 'eksisi', 'artısı', 'önceki', 'entrylerde', 'bol', 'bol', 'yazılmış', 'memur', 'olduğumuz', 'bunu', 'alabildik', 'kendisinden', 'genel', 'olarak', 'gayet', 'memnunum', 'ancak', 'benim', 'sıkıntım', 'yakıt', 'tüketiminde', 'araç', '5.000', 'kilometreyi', 'geçti', 'fakat', 'yakıt', 'tüketimi', 'halen', 'şehir', 'içi', '10', 'litre', 'şehir', 'dışı', '7', 'litre', 'civarı', 'bunun', 'üstüne', 'çıktım', 'altına', 'düşüremedim', 'varsa', 'bi', 'çaresini', 'bilen', 'yeşillendirsin']"
fiat egea,96,fiat egea,8,"piyasaya bakınca fiyatına kıyasla en alınabilir araba. işçilik yalıtım malzeme kalitesi vs çok düşük buna diyecek tek kelime yok zaten(hatchback olanları yarı yarıya daha iyiymiş sedana göre bu konuda, fiyatta fazla haliyle) onun dışında piyasaya göre düşük fiyatlı az yakan ucuz işletim maliyeti isteyen yeterli bagaj ve iç hacim genişliği sunan, ortalama bir araç kadar güvenli bir araba, ne fazla ne eksik. kesinlikle alınası bana göre bu piyasa şartlarında, zenginsen zaten farklı marka modellere yönel gelip buna bok atma çabası içine girme ne kadar ekmek o kadar köfte.","['piyasaya', 'bakınca', 'fiyatına', 'kıyasla', 'alınabilir', 'araba', 'işçilik', 'yalıtım', 'malzeme', 'kalitesi', 'vs', 'düşük', 'buna', 'diyecek', 'tek', 'kelime', 'yok', 'zaten', 'hatchback', 'olanları', 'yarı', 'yarıya', 'iyiymiş', 'sedana', 'göre', 'konuda', 'fiyatta', 'fazla', 'haliyle', 'onun', 'dışında', 'piyasaya', 'göre', 'düşük', 'fiyatlı', 'yakan', 'ucuz', 'işletim', 'maliyeti', 'isteyen', 'yeterli', 'bagaj', 'iç', 'hacim', 'genişliği', 'sunan', 'ortalama', 'bir', 'araç', 'kadar', 'güvenli', 'bir', 'araba', 'fazla', 'eksik', 'kesinlikle', 'alınası', 'bana', 'göre', 'piyasa', 'şartlarında', 'zenginsen', 'zaten', 'farklı', 'marka', 'modellere', 'yönel', 'gelip', 'buna', 'bok', 'atma', 'çabası', 'içine', 'girme', 'kadar', 'ekmek', 'kadar', 'köfte']"
fiat egea,96,fiat egea,9,"multijet 2 motor teknolojisiyle birlikte, bu piyasa koşullarında en alınası otomobildir.","['multijet', '2', 'motor', 'teknolojisiyle', 'birlikte', 'piyasa', 'koşullarında', 'alınası', 'otomobildir']"
fiat egea,96,fiat egea,10,"oto sanayi sitesindeki bir ustanın net ifadesi ile ""fukara mercedesi""dir.","['oto', 'sanayi', 'sitesindeki', 'bir', 'ustanın', 'net', 'ifadesi', '``', 'fukara', 'mercedesi', ""''"", 'dir']"
fiat egea,97,fiat egea,1,sıfırı daha dün 60/70k parayla alınırken şimdi 135k dolaylarında olduğundan mütevellit artık bize passat gibi gelmesi gereken araçtır. herşey hızla uzaklaşırken by by diyelim. egea'yı bile hayal mertebesine yükseltenlere selam olsun.,"['sıfırı', 'dün', '60/70k', 'parayla', 'alınırken', 'şimdi', '135k', 'dolaylarında', 'olduğundan', 'mütevellit', 'artık', 'bize', 'passat', 'gelmesi', 'gereken', 'araçtır', 'herşey', 'hızla', 'uzaklaşırken', 'by', 'by', 'diyelim', ""egea'yı"", 'bile', 'hayal', 'mertebesine', 'yükseltenlere', 'selam', 'olsun']"
