Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni
fiat egea,87,fiat egea,5,74 bine en boş manuel modeli satılıyor. biraz daha iyi bir şeye bineceğiz diye ikinci el kurnazlarına para verip kumar oynamak istemiyorum. dolandırıcılığı yapılan çalışma iş gücü olarak kullanılsa ülkede aç adam kalmaz. en son burada okuduk yağ lambasına bant yapıştırmışlar. böyleleri yüzünden egea almak zorunda kalıyoruz.,74 bine en boş manuel modeli satılıyor . biraz daha iyi bir şeye bineceğiz diye ikinci el kurnazlarına para verip kumar oynamak istemiyorum . dolandırıcılığı yapılan çalışma iş gücü olarak kullanılsa ülkede aç adam kalmaz . en son burada okuduk yağ lambasına bant yapıştırmışlar . böyleleri yüzünden eğer almak zorunda kalıyoruz .
fiat egea,87,fiat egea,6,"araç kullanmayı şirket araçlarında öğrenmiş kiralıkçılar, hasbelkader direksiyonuna geçtikleri feleğin çemberinden geçmiş bakımsız kiralık araçları kötülüyorlar. ""yol tutmuyor güven vermiyor"" dediğiniz araçlara baksak ne lastik havaları düzenlidir, ne de ön düzen ve rot ayarı kalmıştır. yahu ben 140 bin km'de üzerinde fabrika lastikleriyle gezen kiralık fluence gördüm. bu araba nasıl yol tutsun? biz sizin corolla, jetta gibi araçları da nasıl kullandığınızı biliyoruz. bir araba hakkında boktur sidiktir diye konuşmadan önce araç konusunda çok tecrübeli olmanız lazım.edit: patronun üst segment audi mercedes kullandığı tüm işyerlerinde, çalışanlar kendilerine verilen b-c segment arabaların tümüne teneke derler. bunu diyenlerde hep en garibanlardır hiç şaşmaz.mesele egea meselesi değil. egea, fluence, megane, clio gibi araçlar olmasaydı burada yazılanları corolla başlığında okuyacaktınız. çünkü bu araçların verdikleri üç aşağı beş yukarı aynıdır.","araç kullanmayı şirket araçlarında öğrenmiş kiralıkçılar , hasbelkader direksiyonuna geçtikleri feleğin çemberinden geçmiş bakımsız kiralık araçları kötülüyorlar . "" yol tutmuyor güven vermiyor "" dediğiniz araçlara baksak ne lastik havaları düzenlidir , ne de ön düzen ve rot ayarı kalmıştır . yahu ben 140 bin kmde üzerinde fabrika lastikleriyle gezen kiralık fluence gördüm . bu araba nasıl yol tutsun ? biz sizin corolla , jetta gibi araçları da nasıl kullandığınızı biliyoruz . bir araba hakkında boktur sidiktir diye konuşmadan önce araç konusunda çok tecrübeli olmanız lazım . edit : patronun üst segment audi mercedes kullandığı tüm işyerlerinde , çalışanlar kendilerine verilen b-c segment arabaların tümüne teneke derler . bunu diyenlerde hep en garibanlardır hiç şaşmaz . mesele eğer meselesi değil . eğer , fluence , megane , clio gibi araçlar olmasaydı burada yazılanları corolla başlığında okuyacaktınız . çünkü bu araçların verdikleri üç aşağı beş yukarı aynıdır ."
fiat egea,87,fiat egea,7,araba piyasası maalesef uçtu. egea bu. tipo işte.,araba piyasası maalesef uçtu . eğer bu . tipo işte .
fiat egea,87,fiat egea,8,lounge ise yaaniii,lounge ise yaanııı
fiat egea,87,fiat egea,9,parasına göre arabadır ne bir eksik ne bir fazla,parasına göre arabadır ne bir eksik ne bir fazla
fiat egea,87,fiat egea,10,"1.3 multijeti alındığının ertesi günü, henüz 60km'de iken, motordan duman çıkmasından dolayı servise çekilen araç. sorunun ne olduğunu öğrendiğimizde editleyeceğiz.edit: araçta bir sorun yokmuş. ilk kullanımdan dolayı alt tarafta mum tabakalarının (!) yandığını söylediler. şimdilik sorun yok.","1.3 multijeti alındığının ertesi günü , henüz 60km'de iken , motordan duman çıkmasından dolayı servise çekilen araç . sorunun ne olduğunu öğrendiğimizde eşitleyeceğiz . edit : araçta bir sorun yokmuş . ilk kullanımdan dolayı alt tarafta mum tabakalarının (!) yandığını söylediler . şimdilik sorun yok ."
fiat egea,88,fiat egea,1,"dolu versiyonu olan lounge otomatik vites ile gerçekten harika.hem donanım hem ses yalıtımı hemde malzeme kalitesi diğer donanımlara göre epey farklı.tabi bir mercedes kalitesi beklemeyin ama fiyat performans gayet iyi düzeyde.bu araçta 7 inç multimedya ekran, startstop, otomatik kararan dikiz aynası ,far ve yağmur sensörü, geri görüş kamerası ,elektrikli dikiz aynası ,elektrikli bel desteği ,7 hava yastığı ,yokuş kalkış desteği, arka koltuk kol dayama ve bardaklık, ısı ayarlı digital klima, lastik basınç sensörü dahil birçok donanım mevcut.tek eksiği anahtarsız çalıştırma ve otomatik el freni.","dolu versiyonu olan lounge otomatik vites ile gerçekten harika . hem donanım hem ses yalıtımı hem de malzeme kalitesi diğer donanımlara göre epey farklı . tabi bir mercedes kalitesi beklemeyin ama fiyat performans gayet iyi düzeyde . bu araçta 7 inç multimedya ekran , startstop , otomatik kararan dikiz aynası , far ve yağmur sensörü , geri görüş kamerası , elektrikli dikiz aynası , elektrikli bel desteği , 7 hava yastığı , yokuş kalkış desteği , arka koltuk kol dayama ve bardaklık , ısı ayarlı digital klima , lastik basınç sensörü dahil birçok donanım mevcut . tek eksiği anahtarsız çalıştırma ve otomatik el freni ."
fiat egea,88,fiat egea,2,çok net bir tanımı var bence. teneke.,çok net bir tanımı var bence . teneke .
fiat egea,88,fiat egea,3,"hayatı boyunca en iyi anladığı konu hep otomobiller olmuş bir otomobil sever olarak 3 günlük 1.600 km’lik seyehatım sonucu araç ile ilgili izlenimlerimi aktarayım.aracı kiralık olarak aldım. 2018 model 1.3 multijet urban donanım, 43.000 km. direksiyona geçer geçmez ilk izlenimim olumlu olmadı ne yazık ki. gaz tepkileri çok kararsız ve orantısızdı ( benden önce neler yaşadı zavallı araba orası meçhul)motoru daha önce kullandığım multijet ler kadar akıcı da değildi. sonra aracı kullandıkça egea kafamdaki olumsuzlukları git gide temizlemeye başladı. evet bir mercedes e klas kullanmıyorum. b+ segment bir sedan kullanıyorum. bunun farkında olarak araçtan beklentilerim karşısında aracın sunduklarını naçizane değerlendiriyorum.otobanda motor kendine gelmişti ve daha lineer çalışıyordu. acelem olduğu için biraz tempolu bir kullanım sergiledim. ankara’ya kadar 130 km/s - 180 km/s. ankara-çorum arasında 100 km/s - 150 km/s. araç özellikle virajlarda saçma sapan tepkiler vermedi. harika bir yol tutuşu yoktu tabi ki ama öngörülebilir bir sürüşü oldu. tedirgin etmedi. frenlerini çok beğenmedim. yavaşlamak için biraz fazla yüklenmek gerekiyor. motor performansı fena değil hatta beklentimin bir tık üstü. torku hissedebiliyorsunuz. en olumsuz taraflarından birisi 5 ileri vites olması. 5. vites 2000 devirde sadece 90 km/s gidebiliyor. yani ortalama otoban hızları (110 -130) için devri 3000’lere kadar çıkarmanız gerekiyor. tabi böyle olunca da bir diğer eksi yönü daha belirginleşiyor, yol ve motor sesi. özellikle lastik sesi biraz fazla geliyordu. rüzgar sesinde başarılıydı (ya da lastik sesinden biz duyamadık)süspansiyonlar orta karar. ne yumuşak ne sert. direksiyon fena değil. öndeki kaymaları az da olsa iletebiliyor. direksiyondaki city modu çok başarılı. epey hafifliyor direksiyon. tıpkı city modu gibi şehir içi için yokuş kalkış desteğinin olması da güzel bir donanım. 4 cam otomatiği, elektrikli yan aynalar, hız sabitleme vb. yeterli donanımı vardı. performanslı kullanımıma göre hiç fena yakmadı aslında, 5.9 lt. iç haçmi boyutları ile paralel büyüklükte ama bagajı bayağı genişti. muhtemelen hacim hakkını depodan kısıp bagajda kullanmışlar ki depo görece ufaktı. çocuk koltuğu takılmasın diye fiat mühendisleri çok uğraşmışlar ve saçma sapan bir derinliğe ve açıyla isofixleri yerleştirmişler. biz takmayı başaramadık.multimedya fena sayılmaz. usb ve bluetooth bulunuyor. ses kalitesi ortalama.fiyatına göre bence başarılı bir otomobil olmuş. 43.000 km kiralama firmasındaki bir araca göre gayet iyi durumdaydı. trim sesi yoktu. hiç de öyle teneke gibi değildi kısacası. araç almayı düşündüğüm şu zamanlarda ikinci elini alır mıyım?6 vites olsa kesin ciddi ciddi düşünürdüm. 6 vitesli olan 1.6 multijetler ise daha pahalı. bence türkiye şartlarında fiyatına oranla sunduklarıyla iyi bir otomobil.","hayatı boyunca en iyi anladığı konu hep otomobiller olmuş bir otomobil sever olarak 3 günlük 1.600 kimlik seyehatım sonucu araç ile ilgili izlenimlerimi aktarayım . aracı kiralık olarak aldım . 2018 model 1.3 multijet urban donanım , 43.000 km . direksiyona geçer geçmez ilk izlenimim olumlu olmadı ne yazık ki . gaz tepkileri çok kararsız ve orantısızdı ( benden önce neler yaşadı zavallı araba orası meçhul ) motoru daha önce kullandığım multijetler kadar akıcı da değildi . sonra aracı kullandıkça eğer kafamdaki olumsuzlukları git gide temizlemeye başladı . evet bir mercedes e klas kullanmıyorum . b + segment bir sedan kullanıyorum . bunun farkında olarak araçtan beklentilerim karşısında aracın sunduklarını naçizane değerlendiriyorum . otobanda motor kendine gelmişti ve daha lineer çalışıyordu . acelem olduğu için biraz tempolu bir kullanım sergiledim . ankaraya kadar 130 km / s - 180 km / s ankara-çorum arasında 100 km / s - 150 km / s araç özellikle virajlarda saçma sapan tepkiler vermedi . harika bir yol tutuşu yoktu tabi ki ama öngörülebilir bir sürüşü oldu . tedirgin etmedi . frenlerini çok beğenmedim . yavaşlamak için biraz fazla yüklenmek gerekiyor . motor performansı fena değil hatta beklentimin bir tık üstü . torku hissedebiliyorsunuz . en olumsuz taraflarından biri 5 ileri vites olması . 5. vites 2000 devirde sadece 90 km / s gidebiliyor . yani ortalama otoban hızları ( 110 -130 ) için devri 3000’lere kadar çıkarmanız gerekiyor . tabi böyle olunca da bir diğer eksi yönü daha belirginleşiyor , yol ve motor sesi . özellikle lastik sesi biraz fazla geliyordu . rüzgar sesinde basariliydi ( ya da lastik sesinden biz duyamadık ) süspansiyonlar orta karar . ne yumuşak ne sert . direksiyon fena değil . öndeki kaymaları az da olsa iletebiliyor . direksiyondaki city modu çok başarılı . epey hafifliyor direksiyon . tıpkı city modu gibi şehir içi için yokuş kalkış desteğinin olması da güzel bir donanım . 4 cam otomatiği , elektrikli yan aynalar , hız sabitleme vb. yeterli donanımı vardı . performanslı kullanımıma göre hiç fena yakmadı aslında , 5.9 lt . iç hacmi boyutları ile paralel büyüklükte ama bagajı bayağı genişti . muhtemelen hacim hakkını depodan kısıp bagajda kullanmışlar ki depo görece ufaktı . çocuk koltuğu takılmasın diye fiat mühendisleri çok uğraşmışlar ve saçma sapan bir derinliğe ve acıyla ısofixleri yerleştirmişler . biz takmayı başaramadık . multimedya fena sayılmaz . usb ve bluetooth bulunuyor . ses kalitesi ortalama . fiyatına göre bence başarılı bir otomobil olmuş . 43.000 km kiralama firmasındaki bir araca göre gayet iyi durumdaydı . tim sesi yoktu . hiç de öyle teneke gibi değildi kısacası . araç almayı düşündüğüm şu zamanlarda ikinci elini alır mıyım ? 6 vites olsa kesin ciddi ciddi düşünürdüm . 6 vitesli olan 1.6 multijetler ise daha pahalı . bence türkiye şartlarında fiyatına oranla sunduklarıyla iyi bir otomobil ."
fiat egea,88,fiat egea,4,"rational serisinin son aracıdır. avrupa'da tipo, amerika'da dodge neon olarak satılır.türkiye dışında egea olarak satılmaz. projenin (356) baş mimarı tofaştır. en iyi fiyat performans ödülü almış bir araçtır. rational serisi panda, punto, fiorino ve doblodur.bu araçlar geniş iç hacim ve ucuz işletme ve alım maliyeti düşünülerek üretilmiştir. her ne kadar fiat fonksiyon da önemli dese de fonksiyon fiyatın önüne geçmez. dacia kadar da abartmaz. misal; navigasyon opsiyoneldir ama alırsanız araca entegre değil de ön konsola saplanmış gibi gelir.gerçi bunu mercedes de bu seneye kadar yapıyordu... konforlu, ses izolasyonlu, performanslı bir araç olduğunu iddia etmez. bildiğin katır olarak tasarlanmıştır. binenin yüzünü güldürmez ama işini halleder.","National serisinin son aracıdır . avrupa'da tipo , amerika'da dodge neon olarak satılır . türkiye dışında eğer olarak satılmaz . projenin ( 356 ) baş mimarı tofaştır . en iyi fiyat performans ödülü almış bir araçtır . National serisi panda , punto , fiorino ve doblodur . bu araçlar geniş iç hacim ve ucuz işletme ve alım maliyeti düşünülerek üretilmiştir . her ne kadar fiyat fonksiyon da önemli dese de fonksiyon fiyatın önüne geçmez . dacia kadar da abartmaz . misal ; navigasyon opsiyoneldir ama alırsanız araca entegre değil de ön konsola saplanmış gibi gelir . gerçi bunu mercedes de bu seneye kadar yapıyordu ... konforlu , ses izolasyonlu , performanslı bir araç olduğunu iddia etmez . bildiğin katır olarak tasarlanmıştır . binenin yüzünü güldürmez ama işini halleder ."
fiat egea,88,fiat egea,5,"bayilerde araba kalmadığını, kalan son araçlarında üstteki arkadaşın belirttiği gibi 80 küsürlere mal olduğu ortamda, 74.500 e satıldığı iddia edilen araba. mesaj attım, ""2 hafta önce öyleydi"" diyor. sakın 2 ay önce olmasın o?* 85 lirayı da koysan fiatta araba yok şu anda.","bayilerde araba kalmadığını , kalan son araçlarında üstteki arkadaşın belirttiği gibi 80 küsürlere mal olduğu ortamda , 74.500 e satıldığı iddia edilen araba . mesaj attım , "" 2 hafta önce öyleydi "" diyor . sakın 2 ay önce olmasın o ? * 85 lirayı da koysan fiatta araba yok şu anda ."
fiat egea,88,fiat egea,6,adı fiat teneka olarak değiştirilmesi gereken otomobil. (bkz: fiat egea) yurt dışında ve italyada (bkz: fiat tipo) olarak satılmaktadır. 1.3 multijet motoru bu arabayı biraz hantal kılsa da en iyi motor kombinasyonu 1.6 multijet olanıdır.dizel motoru gürültülüdür. lakin parçası vs ucuza bulunduğundan eski f/p arabası şimdilerde lükse doğru kaçmaktadır.üst yazara ithafen tasarımı türk falan değildir. götünden sallamasyon yapmayın.,adı fiat teneke olarak değiştirilmesi gereken otomobil . ( bkz : fiyat eğer ) yurt dışında ve italyada ( bkz : fiat tipo ) olarak satılmaktadır . 1.3 multijet motoru bu arabayı biraz hantal kılsa da en iyi motor kombinasyonu 1.6 multijet olanıdır . dizel motoru gurultuludur . lakin parçası vs ucuza bulunduğundan eski f / p arabası şimdilerde lükse doğru kaçmaktadır . üst yazara ithafen tasarımı türk falan değildir . götünden sallamasyon yapmayın .
fiat egea,88,fiat egea,7,"ee annem bunun da markasi italyadan gelme,neresi yerli ?","ee annem bunun da markası italyadan gelme , neresi yerli ?"
fiat egea,88,fiat egea,8,"1.3 dizel (aslında 1248 cc) olanı aynı motor ve aynı manuel vitese sahip linea'dan biraz daha iyi gidiyor. linea'dan inip buna binince gayet güzel araç ama aslında fiyatının aracı. (türkiye'de hiçbir aracın fiyatını hak etmediği ayrı konu) 120'nin üstü hızlarda güven vermiyor, rüzgarda da epey yalpalıyor. bu açıdan linea biraz daha oturaklıydı. giriş modelinde bluetooth var ama sadece telefon görüşmesi için. müzik dinleyeme diye yazılımla bluetooth fonksiyonunu kısıtlamış, üstelik aux girişini dahi kaldırmışlar. hiç bluetooth koyma, direkt aux koy bari. giriş modeli de olsa 2019 model arabaya bir park sensörü koy. sırf bu saçma politikalarından ötürü kendim alacak olsam gidip egea almam. illa sıfır araç alınacaksa benzinli baz donanımlı olanı alınır duruyor hurda teşvikli 75 bin liralık fiyatıyla. o da bayilerde varsa tabi.","1.3 dizel ( aslında 1248 cc ) olanı aynı motor ve aynı manuel vitese sahip lineadan biraz daha iyi gidiyor . lineadan inip buna binince gayet güzel araç ama aslında fiyatının aracı . ( türkiye'de hiçbir aracın fiyatını hak etmediği ayrı konu ) 120'nın üstü hızlarda güven vermiyor , rüzgarda da epey yalpalıyor . bu açıdan linea biraz daha oturaklıydı . giriş modelinde bluetooth var ama sadece telefon görüşmesi için . müzik dinleyeme diye yazılımla bluetooth fonksiyonunu kısıtlamış , üstelik aux girişini dahi kaldırmışlar . hiç bluetooth koyma , direkt aux koy bari . giriş modeli de olsa 2019 model arabaya bir park sensörü koy . sırf bu saçma politikalarından ötürü kendim alacak olsam gidip eğer almam . illa sıfır araç alınacaksa benzinli baz donanımlı olanı alınır duruyor hurda teşvikli 75 bin liralık fiyatıyla . o da bayilerde varsa tabi ."
fiat egea,88,fiat egea,9,en boşu hurda teşvikli 75 bin den başlıyor...,en boşu hurda teşvikli 75 bin den başlıyor ...
fiat egea,88,fiat egea,10,1.6 motorlu 120 beygirlik 320 nm tork üreten motoru kasaya fazla geliyor. hafif kasa motor sayesinde resmen uçuyor. 2000 devir/dakika sonrası insanı koltuğa yapıştıran güce sahip. vites oranları güzel ayarlanmış. 6. vites otoyolda 130 km/s sabit hızda giderken yakıt tasarrufu sağlıyor. 100 km/s hızlarda ses almıyor. dış görünüşü güzel. yırtıcı bir görünüşü var. iç dizaynıda hoşuma gidiyor. hafiften kalite algısı olan bir otomobil. ama sadece algı var. yol tutuşu çok zayıf. frenleri berbat ötesi. hemen şişiyor tutmaz oluyor. balata kokusu duymak hiç zor değil. alınır mı derseniz uzun süre kullandım. şahsen almam.,1.6 motorlu 120 beygirlik 320 nm tork üreten motoru kasaya fazla geliyor . hafif kasa motor sayesinde resmen uçuyor . 2000 devir / dakika sonrası insanı koltuğa yapıştıran güce sahip . vites oranları güzel ayarlanmış . 6. vites otoyolda 130 km / s sabit hızda giderken yakıt tasarrufu sağlıyor . 100 km / s hızlarda ses almıyor . dış görünüşü güzel . yırtıcı bir görünüşü var . iç dizaynında hoşuma gidiyor . hafiften kalite algısı olan bir otomobil . ama sadece algı var . yol tutuşu çok zayıf . frenleri berbat ötesi . hemen şişiyor tutmaz oluyor . balata kokusu duymak hiç zor değil . alınır mı derseniz uzun süre kullandım . şahsen almam .
fiat egea,89,fiat egea,1,2019 yılında 55 bin 430 adet satılarak türkiye’nin en çok satan otomobili olmuştur. ayrıca lansman tarihi olan 2015 yılından bugüne kadar 4 yıldır üst üste en çok satılan araç seçilmiştir. tam bir fiyat performans arabası istediğiniz her özellik bu arabada var. linkten izleyelim: https://youtu.be/qniks1qse70,2019 yılında 55 bin 430 adet satılarak türkiyenin en çok satan otomobili olmuştur . ayrıca lansman tarihi olan 2015 yılından bugüne kadar 4 yıldır üst üste en çok satılan araç seçilmiştir . tam bir fiyat performans arabası istediğiniz her özellik bu arabada var . linkten izleyelim : https://youtu.be/qniks1qse70
fiat egea,89,fiat egea,2,internetteki fiyat listesinde sadece 1.6 dizel modelinin otomatik vitesi var ve en ucuzu 160 bin lira. (bkz: thanks but no thanks),internetteki fiyat listesinde sadece 1.6 dizel modelinin otomatik vitesi var ve en ucuzu 160 bin lira . ( bkz : Hanks but no Hanks )
fiat egea,89,fiat egea,3,yağ bakım periyot aralığı bilmeceye dönen araç. 2018'de aldığımda 20 bin olan yağ değişim periyodu(kullanma klavuzu) firma tarafından 10 bine alınmış ve hiç bir müşteri bilgilendirilmemiştir. sorduğumda garanti için zorunlu rakamın 20 bin ama önerilerinin 10 bin olduğunu söyleyerek kılıfı bulmuşlardır. bilindiği üzere 1.4 benzinli araçlara lpg takıldığında motor yağ yakıyordu.,yağ bakım periyot aralığı bilmeceye dönen araç . 2018'de aldığımda 20 bin olan yağ değişim periyodu ( kullanma klavuzu ) firma tarafından 10 bine alınmış ve hiç bir müşteri bilgilendirilmemiştir . sorduğumda garanti için zorunlu rakamın 20 bin ama önerilerinin 10 bin olduğunu söyleyerek kılıfı bulmuşlardır . bilindiği üzere 1.4 benzinli araçlara lpg takıldığında motor yağ yakıyordu .
fiat egea,89,fiat egea,4,"1.6 dizel otomatik olanının çekişini oldukça beğendiğim, yakıtının biraz fazla olduğunu gördüğüm araç.","1.6 dizel otomatik olanının çekişini oldukça beğendiğim , yakıtının biraz fazla olduğunu gördüğüm araç ."
fiat egea,89,fiat egea,5,"kiralayan eziklerin söz birliği yapmışçasına kötülediği araba. neymiş efendim, ""para verip"" almazlarmış.ulan sikik, ""para verip"" üç yıllığına kiralayarak aynı eylemi yapmış olmuyor musun? satın alan mezara mı götürecek? o da en fazla üç yıl binip satacak. satın alanın ekonomik durumu buna yetmiş almış biniyor. senin de aynı şekilde hesabına uymuş ki kiralamış biniyorsun. masaya parayı koydun, passat ya da bmw 3 istedinde bunu mu verdiler? bu memleketin eziği bitmez.","kiralayan eziklerin söz birliği yapmışçasına kötülediği araba . neymiş efendim , "" para verip "" almazlarmış . ulan sikik , "" para verip "" üç yıllığına kiralayarak aynı eylemi yapmış olmuyor musun ? satın alan mezara mı götürecek ? o da en fazla üç yıl binip satacak . satın alanın ekonomik durumu buna yetmiş almış biniyor . senin de aynı şekilde hesabına uymuş ki kiralamış biniyorsun . masaya parayı koydun , passat ya da bmw 3 isteğinde bunu mu verdiler ? bu memleketin eziği bitmez ."
fiat egea,89,fiat egea,6,1.3multijet standart paketin saat ayarını hala bulamadığım taşıt markasınot kontak kapalı iken açık iken hareketli hareketsiz hertürlü denedim kullanım kılavuzunda sadece üst paketin saat ayarı var google bile bulamadı bilen varsa ywşillendirsin zaman kavramım bozuldu ya sözlük,1.3 multijet standart paketin saat ayarını hala bulamadığım taşıt markasınot kontak kapalı iken açık iken hareketli hareketsiz hertürlü denedim kullanım kılavuzunda sadece üst paketin saat ayarı var google bile bulamadı bilen varsa yeşillendirsin zaman kavramım bozuldu ya sözlük
fiat egea,89,fiat egea,7,"ikame araç olarak bir haftadır kullanıyorum. bu zamanda böyle vasat altı bir aracın satılması bu halka küfürdür. bunu araba diye satanların, allah bin belasını versin. bizi böyle bir araca mahkum eden devlet anlayışının da tez zamanda sonu gelir inşallah.","ikame araç olarak bir haftadır kullanıyorum . bu zamanda böyle vasat altı bir aracın satılması bu halka küfürdür . bunu araba diye satanların , allah bin belasını versin . bizi böyle bir araca mahkum eden devlet anlayışının da tez zamanda sonu gelir inşallah ."
fiat egea,89,fiat egea,8,"fiyat performans arabasidir. avrupada, en azindan hollanda'da tek tuk goruyoruz tipo diye. bir arkadas vardi sozlukte bravo'nun yerine geliyor, daha da iyi olacak diyen. ama bravo'nun zamaninda o sinifta sundugu kalite ve tasarim'i kesinlikle tasimiyor. hani o zamanlardan bahsedecek isek bravo ile linea arasinda bir konuma oturtulmus. bilincli ise basarili, ama yok bravo yerine geldiyse basarisiz.guvenlik anlaminda da ncap'ten 4 yildiz alabilmistir.ha, dogru beklenti ve sebeplerle aliniyorsa iyi bir secimdir. her arabada oldugu gibi.","fiyat performans arabasıdır . avrupada , en azından hollanda'da tek tük görüyoruz tipo diye . bir arkadaş vardı sözlükte bravo'nun yerine geliyor , daha da iyi olacak diyen . ama bravo'nun zamanında o sınıfta sunduğu kalite ve tasarımı kesinlikle taşımıyor . hani o zamanlardan bahsedecek isek bravo ile linea arasında bir konuma oturtulmuş . bilinçli ise başarılı , ama yok bravo yerine geldiyse başarısız . güvenlik anlamında da Ncap'den 4 yıldız alabilmiştir . ha , doğru beklenti ve sebeplerle alınıyorsa iyi bir seçimdir . her arabada olduğu gibi ."
fiat egea,89,fiat egea,9,"peder bey, ikame araç olarak bir hafta kullanacaktı, 3 gün kullandı ve geri verdi. tam bir teneke, baştan sona kalitesizlik örneği. elle tutulur tek yanı multijet motor.","peder bey , ikame araç olarak bir hafta kullanacaktı , 3 gün kullandı ve geri verdi . tam bir teneke , baştan sona kalitesizlik örneği . elle tutulur tek yani multijet motor ."
fiat egea,89,fiat egea,10,"2019 modeline sahip olanlar kaloriferi 1'de çalıştırıp iyice dinlesinler. 2019 model bazı araçlarda kalorifer motorundan kaynaklı ses gelmektedir. bu ses, bir bilyanın metale sürtmesi gibi duyuluyor. eğer böyle bir ses duyarsanız, garantiden kalorifer motoru değişimi talep edebilirsiniz.","2019 modeline sahip olanlar kaloriferi 1'de çalıştırıp iyice dinlesinler . 2019 model bazı araçlarda kalorifer motorundan kaynaklı ses gelmektedir . bu ses , bir Bilman'ın metale sürtmesi gibi duyuluyor . eğer böyle bir ses duyarsanız , garantiden kalorifer motoru değişimi talep edebilirsiniz ."
fiat egea,90,fiat egea,1,otomotiv'in kalbi almanya'da yapılan testlerde sınıfının en dayanıklı otomobili seçilmiştir. link,otomotivin kalbi almanya'da yapılan testlerde sınıfının en dayanıklı otomobili seçilmiştir . link
fiat egea,90,fiat egea,2,"2. el 1.4 fire urban modelini almayı düşündüğüm araç. kullanan var mıdır, artı eksileri nedir bi'zahmet yeşillendirin.","2. el 1.4 fire urban modelini almayı düşündüğüm araç . kullanan var mıdır , artı eksileri nedir bi'zahmet yeşillendirin ."
fiat egea,90,fiat egea,3,uğur derin dondurucu al.,uğur derin dondurucu al .
fiat egea,90,fiat egea,4,"kendime ait 1.2 tsı comfortline dsg polo aracim var. bazen de şirketin egea 1.6 otomatik aracını kullanıyorum. egea'nin tek artısı motor gücü. basınca gidiyor evet ama konfor kesinlikle berbat. sürüş zevksiz. direksiyon hissiyati kötü, city mod açık da denedim kapalı da, direksiyon kendisini çok kolay bırakıyor. güvenlik tarafına girmiyorum zaten. para verip alınacak araç değil.","kendime ait 1.2 tsi comfortline dsg polo aracım var . bazen de şirketin eğer 1.6 otomatik aracını kullanıyorum . egea'nın tek artısı motor gücü . basınca gidiyor evet ama konfor kesinlikle berbat . sürüş zevksiz . direksiyon hissiyatı kötü , city mod açık da denedim kapalı da , direksiyon kendisini çok kolay bırakıyor . güvenlik tarafına girmiyorum zaten . para verip alınacak araç değil ."
fiat egea,90,fiat egea,5,2020 yılında 250 milyon euro’luk yatırımla makyajlanacak tofaşın yerli otomobil modeli. kaynak,2020 yılında 250 milyon euroluk yatırımla makyajlanacak tofaşın yerli otomobil modeli . kaynak
fiat egea,90,fiat egea,6,yurtdışında tipo adı altında satılan araba,yurtdışında tipo adı altında satılan araba
fiat egea,90,fiat egea,7,biraz uğraşırlarsa daha güzel olabilir,biraz uğraşırlarsa daha güzel olabilir
fiat egea,90,fiat egea,8,düşük maliyetle ucuz fiyata yeterli özelliği olan fca grubunun fiat marka arabasıdır. az veya fazla bişey beklemeyin.,düşük maliyetle ucuz fiyata yeterli özelliği olan fca grubunun fiat marka arabasıdır . az veya fazla bir şey beklemeyin .
fiat egea,90,fiat egea,9,b+ - c sınıf arasında kalmış fiat modeli1.4 fire motorlusunu kullandım yorumum o kasaya o atmosferik 1400 cc güç yet mi yor.zorlandığında araç önden açılma eğiliminde .vites aralığı kullandığım motor için oldukça kısa bu seriligi yanında getiriyor.fakat yine de yetmiyor motoru zannımca yetmiyor .,b + - c sınıf arasında kalmış fiat modeli . 4 fire motorlusunu kullandım yorumum o kasaya o atmosferik 1400 cc güç yet mi yor . zorlandığında araç önden açılma eğiliminde . vites aralığı kullandığım motor için oldukça kısa bu seriliği yanında getiriyor . fakat yine de yetmiyor motoru zannımca yetmiyor .
fiat egea,90,fiat egea,10,ilk defa sözlükte küfür ediyorum ama model aux girişini iptal etme fikri kimin aklına geldiyse onun aklını sikim...,ilk defa sözlükte küfür ediyorum ama model aux girişini iptal etme fikri kimin aklına geldiyse onun aklını sikim ...
fiat egea,91,fiat egea,1,"bu arabanın üretiminde çalışan türk mühendisler aracın ismi ege olmayınca çok üzülürler. sonra fiat yetkilisi çıkar ve onları ikna eder:–ne oldu kuzum neyiniz var?– arabanın ismi ege olacaktı hani?– aaaa ege a işte evladım. der ve mutlu bir şekilde, ömür boyu doblo üretmeye devam ederler.","bu arabanın üretiminde çalışan türk mühendisler aracın ismi ege olmayınca çok üzülürler . sonra fiyat yetkilisi çıkar ve onları ikna eder : –ne oldu kuzum neyiniz var ? – arabanın ismi ege olacaktı hani ? – yaaa ege a işte evladım . der ve mutlu bir şekilde , ömür boyu doblo üretmeye devam ederler ."
fiat egea,91,fiat egea,2,egea ile golf kıyaslayan tanıdıklarım var ..,ege ile golf kıyaslayan tanıdıklarım var . .
fiat egea,91,fiat egea,3,bugün bir bayide sorduğumda ellerinde olmadığını vergi diliminin değişmesinin beklendiğini söyledi.,bugün bir bayide sorduğumda ellerinde olmadığını vergi diliminin değişmesinin beklendiğini söyledi .
